bad_behaviour_card_shot,ball_receipt_outcome_shot,ball_recovery_recovery_failure_shot,block_save_block_shot,carry_end_location_shot,clearance_aerial_won_shot,clearance_body_part_shot,clearance_head_shot,clearance_left_foot_shot,clearance_right_foot_shot,counterpress_shot,dribble_outcome_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_offensive_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_shot_saved_off_target_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,miscontrol_aerial_won_shot,off_camera_shot,out_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_body_part_shot,pass_cross_shot,pass_cut_back_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_inswinging_shot,pass_length_shot,pass_no_touch_shot,pass_outcome_shot,pass_outswinging_shot,pass_recipient_shot,pass_shot_assist_shot,pass_straight_shot,pass_switch_shot,pass_technique_shot,pass_through_ball_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_aerial_won_shot,shot_body_part_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_one_on_one_shot,shot_open_goal_shot,shot_outcome_shot,shot_saved_off_target_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,bad_behaviour_card_pass,ball_receipt_outcome_pass,ball_recovery_recovery_failure_pass,block_save_block_pass,carry_end_location_pass,clearance_aerial_won_pass,clearance_body_part_pass,clearance_head_pass,clearance_left_foot_pass,clearance_right_foot_pass,counterpress_pass,dribble_outcome_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_offensive_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_shot_saved_off_target_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,miscontrol_aerial_won_pass,off_camera_pass,out_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_body_part_pass,pass_cross_pass,pass_cut_back_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_inswinging_pass,pass_length_pass,pass_no_touch_pass,pass_outcome_pass,pass_outswinging_pass,pass_recipient_pass,pass_shot_assist_pass,pass_straight_pass,pass_switch_pass,pass_technique_pass,pass_through_ball_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_aerial_won_pass,shot_body_part_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_one_on_one_pass,shot_open_goal_pass,shot_outcome_pass,shot_saved_off_target_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season,dribble_nutmeg_shot,dribble_overrun_shot,injury_stoppage_in_chain_shot,dribble_nutmeg_pass,dribble_overrun_pass,injury_stoppage_in_chain_pass,block_deflection_shot,foul_committed_penalty_shot,foul_won_penalty_shot,pass_deflected_shot,block_deflection_pass,foul_committed_penalty_pass,foul_won_penalty_pass,pass_deflected_pass,pass_miscommunication_shot,pass_miscommunication_pass,clearance_other_shot,clearance_other_pass,50_50_shot,50_50_pass,ball_recovery_offensive_shot,block_offensive_shot,ball_recovery_offensive_pass,block_offensive_pass,goalkeeper_success_in_play_shot,goalkeeper_success_in_play_pass,dribble_no_touch_shot,dribble_no_touch_pass,half_start_late_video_start_shot,half_start_late_video_start_pass,shot_deflected_shot,shot_deflected_pass,goalkeeper_success_out_shot,goalkeeper_success_out_pass,goalkeeper_lost_in_play_shot,goalkeeper_lost_in_play_pass,half_end_early_video_end_shot,half_end_early_video_end_pass,goalkeeper_shot_saved_to_post_shot,shot_saved_to_post_shot,goalkeeper_shot_saved_to_post_pass,shot_saved_to_post_pass
,,,,,,,,,,,,,,1.1111,,,,,,,,,,,,,,bffa70e8-60f0-479c-97ba-4faa5166387d,1558,,"[88.4, 46.5]",69176,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luciano Martín Galletti,26122.0,Right Wing,104,Barcelona,217,['d911c09b-5709-40e9-8b21-735b826b0c05'],59,,Right Foot,"[115.6, 42.5, 0.5]",,"[{'location': [95.3, 20.7], 'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.1, 30.9], 'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 41.7], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 52.7], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.6, 44.5], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.4, 29.6], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.5, 31.0], 'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [89.5, 26.5], 'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.1, 41.9], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [76.9, 17.3], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [78.6, 34.0], 'player': {'id': 26123, 'name': 'Peter Luccin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [74.8, 23.3], 'player': {'id': 26124, 'name': 'Maximiliano Rubén Rodríguez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.1, 22.2], 'player': {'id': 19888, 'name': 'Martin Petrov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Saved,,0.0276224,Normal,Open Play,,,,Atlético Madrid,212,00:00:59.216,Shot,,La Liga,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bffa70e8-60f0-479c-97ba-4faa5166387d,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.1366,,,,,,,,,,,,,,3f8a700d-4043-4235-a8b1-38138cd095bf,1625,,"[114.2, 54.7]",69176,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,108,Barcelona,217,"['4b2219e2-fca3-48ed-9fb4-6976b5f34b81', '68d1ec8c-1fa7-42eb-8be3-bc23d56f48c4']",37,,Left Foot,"[119.6, 37.9]",True,"[{'location': [113.5, 47.6], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.7, 47.7], 'player': {'id': 26123, 'name': 'Peter Luccin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.7, 47.7], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.7, 36.6], 'player': {'id': 19767, 'name': 'Giorgios Seitaridis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 42.2], 'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.8, 38.7], 'player': {'id': 26392, 'name': 'Fabiano Eler dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.1, 50.1], 'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",8d0dfdbc-b7b5-4123-848a-5571faf9b4c2,,,Blocked,,0.026914494,Normal,Open Play,,,,Barcelona,217,00:02:37.629,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,0.8137,,,,,,,,,,,,,,8d0dfdbc-b7b5-4123-848a-5571faf9b4c2,1623.0,,"[111.0, 48.0]",69176.0,47.0,,,,,1.2346582,3f8a700d-4043-4235-a8b1-38138cd095bf,Right Foot,,,"[113.9, 56.3]",,Ground Pass,,8.792042,,,,Lionel Andrés Messi Cuccittini,True,,,,,,2.0,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,108.0,Barcelona,217.0,['795614e3-ce94-47b2-9218-4d1d3478ebf5'],36.0,,,,,,,,,,,,,,,,,Barcelona,217.0,00:02:36.815,Pass,,La Liga,3f8a700d-4043-4235-a8b1-38138cd095bf,Prone,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.800761,,,,,,,,,,,,,,5e394ac6-3a4a-48a8-aa44-c9da026f41e5,1630,,"[114.7, 31.6]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Carles Puyol i Saforcada,20125.0,Left Center Back,109,Barcelona,217,['90b12a9c-fe3d-45a0-88ad-61737d79b7bb'],7,,Head,"[114.8, 46.2]",,"[{'location': [109.8, 41.7], 'player': {'id': 19767, 'name': 'Giorgios Seitaridis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 36.2], 'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.5, 34.2], 'player': {'id': 26392, 'name': 'Fabiano Eler dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 40.1], 'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 50.7], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 39.2], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.2, 36.0], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 47.2], 'player': {'id': 26124, 'name': 'Maximiliano Rubén Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.9, 38.8], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 29.8], 'player': {'id': 26123, 'name': 'Peter Luccin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.1, 40.4], 'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [113.1, 49.4], 'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [120.0, 36.3], 'player': {'id': 26122, 'name': 'Luciano Martín Galletti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",6f5a4bb1-2626-4574-a3f5-35db537298ea,,,Wayward,,0.08802708,Normal,Open Play,,,,Barcelona,217,00:03:07.237,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,1.2743,,,,,,,,,,,,,,6f5a4bb1-2626-4574-a3f5-35db537298ea,1628.0,,"[120.0, 1.0]",69176.0,48.0,,,,,1.738308,5e394ac6-3a4a-48a8-aa44-c9da026f41e5,Left Foot,,,"[114.2, 35.3]",,High Pass,,34.786922,,,True,Carles Puyol i Saforcada,True,,,Outswinging,,Corner,2.0,From Corner,Giovanni van Bronckhorst,17797.0,Left Back,109.0,Barcelona,217.0,['25395ae0-863e-4084-b638-9e22340f6e37'],5.0,,,,,,,,,,,,,,,,,Barcelona,217.0,00:03:05.961,Pass,,La Liga,5e394ac6-3a4a-48a8-aa44-c9da026f41e5,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.355183,,,,,,,,,,,,,,820b865a-50e7-4b32-98d0-862e57c76dc9,1635,,"[85.2, 38.6]",69176,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gianluca Zambrotta,15774.0,Right Back,109,Barcelona,217,['c33bf0bb-082d-4875-b897-a9f3b63ad0bd'],14,,Left Foot,"[120.0, 28.1, 2.8]",True,"[{'location': [88.8, 42.7], 'player': {'id': 26122, 'name': 'Luciano Martín Galletti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.3, 44.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.1, 23.7], 'player': {'id': 26123, 'name': 'Peter Luccin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.2, 39.6], 'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.2, 37.7], 'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [94.0, 18.8], 'player': {'id': 26124, 'name': 'Maximiliano Rubén Rodríguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [80.0, 46.2], 'player': {'id': 19888, 'name': 'Martin Petrov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.4, 4.2], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.4, 43.9], 'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.9, 41.3], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.3, 28.8], 'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.8, 38.4], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.4, 56.1], 'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 38.4], 'player': {'id': 26392, 'name': 'Fabiano Eler dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.8, 36.4], 'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.3, 46.5], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.0, 57.2], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.2, 33.4], 'player': {'id': 19767, 'name': 'Giorgios Seitaridis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Off T,,0.016394194,Normal,Open Play,,,,Barcelona,217,00:03:14.011,Shot,,La Liga,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820b865a-50e7-4b32-98d0-862e57c76dc9,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.0972,,,,,,,,,,,,,,22c24cd7-9089-44cd-b3e7-cb5df09b6216,1730,,"[93.8, 34.4]",69176,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,111,Barcelona,217,"['1722b9dc-accd-48c1-8607-64e10dddc9f1', 'd60f4790-6349-42b7-b588-7dc99f8dad19']",54,,Right Foot,"[96.0, 34.9]",,"[{'location': [96.1, 34.9], 'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.2, 39.4], 'player': {'id': 26392, 'name': 'Fabiano Eler dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.2, 39.3], 'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 48.2], 'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.5, 45.3], 'player': {'id': 19767, 'name': 'Giorgios Seitaridis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.1, 20.7], 'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.8, 35.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.6, 40.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",9aa540ce-a479-493c-9b97-305e64e91b28,,,Blocked,,0.024531657,Normal,Open Play,,,,Barcelona,217,00:04:54.832,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,1.3234,,,,,,,,,,,,,,9aa540ce-a479-493c-9b97-305e64e91b28,1727.0,,"[44.0, 43.2]",69176.0,49.0,,,,,-0.4910669,22c24cd7-9089-44cd-b3e7-cb5df09b6216,Right Foot,,,"[62.7, 33.2]",,Ground Pass,,21.205894,,,,José Edmílson Gomes de Moraes,True,,,,,,2.0,Regular Play,Lilian Thuram,15071.0,Right Center Back,111.0,Barcelona,217.0,['ce3a7fdc-ec65-4b01-9d40-8eae85e66229'],48.0,,,,,,,,,,,,,,,,,Barcelona,217.0,00:04:48.063,Pass,,La Liga,22c24cd7-9089-44cd-b3e7-cb5df09b6216,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.706507,,,,,,,,,,,,,,c8054fac-b84a-482d-b07e-e25407ee22fe,165,,"[114.2, 24.0]",69176,5,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Fernando José Torres Sanz,6382.0,Center Forward,14,Atlético Madrid,212,['d1bbd5cf-eb2e-4826-86dd-c757d72cb805'],3,,Head,"[120.0, 34.2, 0.7]",,"[{'location': [113.0, 27.8], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 19.5], 'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 30.2], 'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 54.9], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.2, 57.0], 'player': {'id': 26122, 'name': 'Luciano Martín Galletti'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.1, 36.5], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",453e5073-f47a-4b0d-8a79-114cffb60711,True,,Off T,,0.014669705,Normal,Open Play,,,,Atlético Madrid,212,00:05:03.127,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,3.233331,,,,,,,,,,,,,,453e5073-f47a-4b0d-8a79-114cffb60711,163.0,,"[55.2, 52.1]",69176.0,4.0,,,,,-0.38162184,c8054fac-b84a-482d-b07e-e25407ee22fe,Right Foot,,,"[117.0, 27.3]",,High Pass,,66.59039,,,,Fernando José Torres Sanz,True,,,,,Free Kick,1.0,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,Right Center Back,14.0,Atlético Madrid,212.0,['820d8de1-b891-4bae-9ee9-722e9dd83c0d'],59.0,,,,,,,,,,,,,,,,,Atlético Madrid,212.0,00:04:59.893,Pass,,La Liga,c8054fac-b84a-482d-b07e-e25407ee22fe,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1.3241,,,,,,,,,,,,,,e4fe4704-d002-4dfd-87e5-58c13375a889,1883,,"[92.3, 48.7]",69176,54,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Maximiliano Rubén Rodríguez,26124.0,Center Attacking Midfield,121,Atlético Madrid,212,['42f99abd-3ae0-4e1d-9610-2c548ac98650'],4,,Right Foot,"[120.0, 34.8, 0.0]",,"[{'location': [116.1, 39.7], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.1, 18.7], 'player': {'id': 19888, 'name': 'Martin Petrov'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.6, 30.8], 'player': {'id': 15774, 'name': 'Gianluca Zambrotta'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 48.9], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 46.8], 'player': {'id': 15071, 'name': 'Lilian Thuram'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.8, 41.9], 'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.9, 58.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.6, 37.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.4, 56.3], 'player': {'id': 25910, 'name': 'José Edmílson Gomes de Moraes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.3, 57.1], 'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Off T,,0.031871766,Normal,Open Play,,,,Atlético Madrid,212,00:09:04.922,Shot,,La Liga,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4fe4704-d002-4dfd-87e5-58c13375a889,Set,La Liga,2006/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
