50_50_shot,bad_behaviour_card_shot,ball_receipt_outcome_shot,ball_recovery_recovery_failure_shot,block_offensive_shot,carry_end_location_shot,clearance_aerial_won_shot,clearance_body_part_shot,clearance_head_shot,clearance_left_foot_shot,clearance_right_foot_shot,counterpress_shot,dribble_nutmeg_shot,dribble_outcome_shot,duel_outcome_shot,duel_type_shot,duration_shot,foul_committed_advantage_shot,foul_committed_card_shot,foul_committed_offensive_shot,foul_committed_type_shot,foul_won_advantage_shot,foul_won_defensive_shot,goalkeeper_body_part_shot,goalkeeper_end_location_shot,goalkeeper_outcome_shot,goalkeeper_position_shot,goalkeeper_shot_saved_off_target_shot,goalkeeper_technique_shot,goalkeeper_type_shot,id_shot,index_shot,interception_outcome_shot,location_shot,match_id_shot,minute_shot,off_camera_shot,out_shot,pass_aerial_won_shot,pass_angle_shot,pass_assisted_shot_id_shot,pass_body_part_shot,pass_cross_shot,pass_cut_back_shot,pass_end_location_shot,pass_goal_assist_shot,pass_height_shot,pass_inswinging_shot,pass_length_shot,pass_miscommunication_shot,pass_no_touch_shot,pass_outcome_shot,pass_outswinging_shot,pass_recipient_shot,pass_shot_assist_shot,pass_straight_shot,pass_switch_shot,pass_technique_shot,pass_through_ball_shot,pass_type_shot,period_shot,play_pattern_shot,player_shot,player_id_shot,position_shot,possession_shot,possession_team_shot,possession_team_id_shot,related_events_shot,second_shot,shot_body_part_shot,shot_end_location_shot,shot_first_time_shot,shot_freeze_frame_shot,shot_key_pass_id_shot,shot_one_on_one_shot,shot_open_goal_shot,shot_outcome_shot,shot_saved_off_target_shot,shot_statsbomb_xg_shot,shot_technique_shot,shot_type_shot,substitution_outcome_shot,substitution_replacement_shot,tactics_shot,team_shot,team_id_shot,timestamp_shot,type_shot,under_pressure_shot,comp_shot,play_before_type,50_50_pass,bad_behaviour_card_pass,ball_receipt_outcome_pass,ball_recovery_recovery_failure_pass,block_offensive_pass,carry_end_location_pass,clearance_aerial_won_pass,clearance_body_part_pass,clearance_head_pass,clearance_left_foot_pass,clearance_right_foot_pass,counterpress_pass,dribble_nutmeg_pass,dribble_outcome_pass,duel_outcome_pass,duel_type_pass,duration_pass,foul_committed_advantage_pass,foul_committed_card_pass,foul_committed_offensive_pass,foul_committed_type_pass,foul_won_advantage_pass,foul_won_defensive_pass,goalkeeper_body_part_pass,goalkeeper_end_location_pass,goalkeeper_outcome_pass,goalkeeper_position_pass,goalkeeper_shot_saved_off_target_pass,goalkeeper_technique_pass,goalkeeper_type_pass,id_pass,index_pass,interception_outcome_pass,location_pass,match_id_pass,minute_pass,off_camera_pass,out_pass,pass_aerial_won_pass,pass_angle_pass,pass_assisted_shot_id_pass,pass_body_part_pass,pass_cross_pass,pass_cut_back_pass,pass_end_location_pass,pass_goal_assist_pass,pass_height_pass,pass_inswinging_pass,pass_length_pass,pass_miscommunication_pass,pass_no_touch_pass,pass_outcome_pass,pass_outswinging_pass,pass_recipient_pass,pass_shot_assist_pass,pass_straight_pass,pass_switch_pass,pass_technique_pass,pass_through_ball_pass,pass_type_pass,period_pass,play_pattern_pass,player_pass,player_id_pass,position_pass,possession_pass,possession_team_pass,possession_team_id_pass,related_events_pass,second_pass,shot_body_part_pass,shot_end_location_pass,shot_first_time_pass,shot_freeze_frame_pass,shot_key_pass_id_pass,shot_one_on_one_pass,shot_open_goal_pass,shot_outcome_pass,shot_saved_off_target_pass,shot_statsbomb_xg_pass,shot_technique_pass,shot_type_pass,substitution_outcome_pass,substitution_replacement_pass,tactics_pass,team_pass,team_id_pass,timestamp_pass,type_pass,under_pressure_pass,comp_pass,shot_event,goalkeeper_position,league,season,block_deflection_shot,block_save_block_shot,foul_committed_penalty_shot,foul_won_penalty_shot,goalkeeper_punched_out_shot,shot_aerial_won_shot,block_deflection_pass,block_save_block_pass,foul_committed_penalty_pass,foul_won_penalty_pass,goalkeeper_punched_out_pass,shot_aerial_won_pass,ball_recovery_offensive_shot,dribble_overrun_shot,goalkeeper_shot_saved_to_post_shot,pass_deflected_shot,shot_saved_to_post_shot,ball_recovery_offensive_pass,dribble_overrun_pass,goalkeeper_shot_saved_to_post_pass,pass_deflected_pass,shot_saved_to_post_pass,clearance_other_shot,miscontrol_aerial_won_shot,clearance_other_pass,miscontrol_aerial_won_pass,dribble_no_touch_shot,injury_stoppage_in_chain_shot,shot_deflected_shot,dribble_no_touch_pass,injury_stoppage_in_chain_pass,shot_deflected_pass,shot_redirect_shot,shot_redirect_pass,goalkeeper_success_in_play_shot,goalkeeper_success_in_play_pass,goalkeeper_lost_in_play_shot,goalkeeper_lost_in_play_pass
,,,,,,,,,,,,,,,,0.109106,,,,,,,,,,,,,,e4a2e231-1185-4aa8-ba70-6a715e76d6ee,2074,,"[107.2, 40.3]",303731,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Escalante,6712.0,Center Attacking Midfield,93,Eibar,322,"['90aca1f7-3b89-490b-ae6e-9a6a58218f7c', 'ff390f18-6d57-4ce0-a67a-cbf04c431ce5']",22,Right Foot,"[108.4, 40.5]",,"[{'location': [90.4, 34.2], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.2, 37.1], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [87.3, 17.7], 'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [87.5, 21.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [75.7, 64.7], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [90.8, 55.7], 'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.7, 62.6], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.6, 41.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 39.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 53.0], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 20.4], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.9, 40.7], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.4, 48.7], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.2, 47.8], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.2, 60.8], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.4, 71.3], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",d5d5f4e5-e7e2-4b37-a78b-6d6aeffe7386,,,Blocked,,0.11255509,Normal,Open Play,,,,Eibar,322,00:02:22.340,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,,,1.406809,,,,,,,,,,,,,,d5d5f4e5-e7e2-4b37-a78b-6d6aeffe7386,2071.0,,"[104.9, 69.9]",303731.0,47.0,,,,-1.5458794,e4a2e231-1185-4aa8-ba70-6a715e76d6ee,Right Foot,True,,"[105.7, 37.8]",,High Pass,,32.109966,,,,,Gonzalo Escalante,True,,,,,,2.0,Regular Play,Álvaro Tejero Sacristán,23981.0,Right Back,93.0,Eibar,322.0,['db7d13d1-7cce-4b7c-89c1-73cf5c5d50e1'],20.0,,,,,,,,,,,,,,,,Eibar,322.0,00:02:20.833,Pass,,La Liga,e4a2e231-1185-4aa8-ba70-6a715e76d6ee,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.011698,,,,,,,,,,,,,,506091c2-705d-43f7-8c6c-b1e919b23b9f,190,,"[105.9, 35.9]",303731,3,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Escalante,6712.0,Center Attacking Midfield,9,Eibar,322,['3c65b9f4-6922-4a12-a952-f4ba992efa40'],37,Right Foot,"[118.6, 36.7, 0.2]",,"[{'location': [105.9, 21.0], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [84.0, 20.7], 'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [82.7, 46.8], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [86.5, 31.9], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.1, 48.9], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.6, 43.0], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.3, 71.2], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.1, 41.0], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 26.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.8, 42.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.7, 35.0], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 41.3], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 48.1], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.2, 53.3], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [74.7, 14.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.4, 49.0], 'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.9, 65.4], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",ab7d1ab6-f9ec-4dbc-805b-f25e337e7aaf,,,Saved,,0.11729261,Half Volley,Open Play,,,,Eibar,322,00:03:37.239,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,,,1.762421,,,,,,,,,,,,,,ab7d1ab6-f9ec-4dbc-805b-f25e337e7aaf,187.0,,"[86.4, 70.1]",303731.0,3.0,,,,-1.0471116,506091c2-705d-43f7-8c6c-b1e919b23b9f,Right Foot,True,,"[106.9, 34.6]",,High Pass,,40.9939,,,,,Gonzalo Escalante,True,,,,,,1.0,From Throw In,Álvaro Tejero Sacristán,23981.0,Right Back,9.0,Eibar,322.0,['0a1f8e09-903d-40e5-97d8-2f0254eb0679'],35.0,,,,,,,,,,,,,,,,Eibar,322.0,00:03:35.396,Pass,,La Liga,506091c2-705d-43f7-8c6c-b1e919b23b9f,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.3724,,,,,,,,,,,,,,497856b8-b067-46f0-a05d-0460263776e8,2210,,"[114.5, 32.9]",303731,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,99,Barcelona,217,['96a19d1a-5a1b-4d1b-a1c7-4e44feaa0656'],33,Left Foot,"[117.9, 37.2, 1.0]",True,"[{'location': [106.4, 39.3], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 37.4], 'player': {'id': 6698, 'name': 'Marko Dmitrović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.4, 35.9], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.8, 44.7], 'player': {'id': 23803, 'name': 'Esteban Rodrigo Burgos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 53.6], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 43.8], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 45.6], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.2, 61.9], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.8, 48.7], 'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 48.7], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 33.1], 'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d16736a1-6ed2-4d3b-b71c-0e7fb0ea5597,,,Saved,,0.13996844,Half Volley,Open Play,,,,Barcelona,217,00:05:33.677,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,,,1.878801,,,,,,,,,,,,,,d16736a1-6ed2-4d3b-b71c-0e7fb0ea5597,2208.0,,"[104.9, 60.1]",303731.0,50.0,,,,-1.293792,497856b8-b067-46f0-a05d-0460263776e8,Left Foot,True,,"[113.6, 29.5]",,High Pass,,31.812733,,,,,Ivan Rakitić,True,,,,,,2.0,From Free Kick,Antoine Griezmann,5487.0,Center Forward,99.0,Barcelona,217.0,['103496cd-e525-4731-9c8a-1f6ff6b8f457'],31.0,,,,,,,,,,,,,,,,Barcelona,217.0,00:05:31.785,Pass,,La Liga,497856b8-b067-46f0-a05d-0460263776e8,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.207457,,,,,,,,,,,,,,11c3aa70-f0f7-4675-a07e-34068cc6c7ce,502,,"[101.3, 20.3]",303731,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Takashi Inui,5687.0,Left Wing,17,Eibar,322,['4bd94fa5-3fbc-4946-a4c6-22f87b7993c7'],9,Right Foot,"[118.6, 36.6, 0.2]",,"[{'location': [102.8, 20.9], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 24.2], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.6, 37.5], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 41.8], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.7, 33.6], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.4, 44.9], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 37.8], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.2, 42.1], 'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 56.3], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.2, 41.3], 'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.0, 28.6], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.2, 31.7], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.3, 36.7], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9775a356-2281-43fd-af97-14ae1dc7ceb4,,,Saved,,0.0093720965,Normal,Open Play,,,,Eibar,322,00:10:09.724,Shot,,La Liga,Ball Receipt*,,,,,,,,,,,,,,,,,2.028036,,,,,,,,,,,,,,9775a356-2281-43fd-af97-14ae1dc7ceb4,499.0,,"[85.4, 26.8]",303731.0,10.0,,,,-0.74735427,11c3aa70-f0f7-4675-a07e-34068cc6c7ce,Right Foot,,,"[100.4, 12.9]",,Ground Pass,,20.450184,,,,,Takashi Inui,True,,,,,,1.0,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,17.0,Eibar,322.0,['45f5f455-4de9-4ed6-af91-a243ed215503'],5.0,,,,,,,,,,,,,,,,Eibar,322.0,00:10:05.524,Pass,,La Liga,11c3aa70-f0f7-4675-a07e-34068cc6c7ce,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1.186072,,,,,,,,,,,,,,cf0fc241-1826-4478-abde-b9780d25e125,694,,"[106.0, 34.8]",303731,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,27,Barcelona,217,['a06fb730-bef3-4738-a024-285b9656821b'],45,Left Foot,"[120.0, 43.5, 0.6]",,"[{'location': [108.4, 50.7], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.8, 58.8], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [89.9, 44.8], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.4, 25.0], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.9, 38.6], 'player': {'id': 6698, 'name': 'Marko Dmitrović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 40.3], 'player': {'id': 6705, 'name': 'José Ángel Valdés Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 35.9], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 32.0], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.3, 34.1], 'player': {'id': 23803, 'name': 'Esteban Rodrigo Burgos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 35.1], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.9, 31.8], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [91.8, 43.2], 'player': {'id': 5687, 'name': 'Takashi Inui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",5c227063-fa17-4b80-b23b-88169fc869ba,,,Goal,,0.38735494,Normal,Open Play,,,,Barcelona,217,00:13:45.956,Shot,,La Liga,Pressure,,,,,,,,,,,,,,,,,0.635604,,,,,,,,,,,,,,5c227063-fa17-4b80-b23b-88169fc869ba,686.0,,"[76.5, 35.5]",303731.0,13.0,,,,0.46706057,cf0fc241-1826-4478-abde-b9780d25e125,Right Foot,,,"[88.2, 41.4]",True,Ground Pass,,13.103435,,,,,Lionel Andrés Messi Cuccittini,,,,,,,1.0,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,27.0,Barcelona,217.0,['1b4bbe23-c07a-4e4b-8a4d-fe3d496116d2'],41.0,,,,,,,,,,,,,,,,Barcelona,217.0,00:13:41.761,Pass,,La Liga,cf0fc241-1826-4478-abde-b9780d25e125,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0.839146,,,,,,,,,,,,,,92fd0bf5-76ad-4c3c-88bc-3d48ec376d18,2603,,"[100.4, 32.8]",303731,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Takashi Inui,5687.0,Left Wing,115,Eibar,322,['ac46980a-3158-490b-a580-6de201ab3d41'],50,Right Foot,"[118.9, 39.6, 0.7]",True,"[{'location': [90.2, 52.7], 'player': {'id': 6910, 'name': 'Eduardo Expósito Jaén'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.6, 69.6], 'player': {'id': 23981, 'name': 'Álvaro Tejero Sacristán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.7, 71.2], 'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.5, 51.9], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.1, 38.5], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 46.5], 'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 46.8], 'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.4, 36.3], 'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.8, 40.4], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 38.9], 'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.7, 50.8], 'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [109.7, 41.1], 'player': {'id': 6700, 'name': 'Sergio Enrich Ametller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.7, 43.7], 'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 34.9], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.9, 48.3], 'player': {'id': 23803, 'name': 'Esteban Rodrigo Burgos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.9, 37.9], 'player': {'id': 6709, 'name': 'Anaitz Arbilla Zabala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.4, 30.1], 'player': {'id': 6712, 'name': 'Gonzalo Escalante'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.9, 63.8], 'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Saved,,0.053409092,Half Volley,Open Play,,,,Eibar,322,00:15:50.423,Shot,,La Liga,Ball Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92fd0bf5-76ad-4c3c-88bc-3d48ec376d18,Set,La Liga,2019/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
